segment_id,wellbore_chev_no_id,area_id,formation_id,bit_model_id,drillbit_size,min_depth,max_depth,rate_of_penetration,surface_weight_on_bit,surface_rpm
wellbore_chev_no_20_636,wellbore_chev_no_20,area_1,formation_221,bit_model_11,18.125,19080,19109.5,144.4839811,38.46222192,200.2068532
wellbore_chev_no_20_637,wellbore_chev_no_20,area_1,formation_221,bit_model_11,18.125,19110,19139,124.65586,37.16736834,198.4103519
wellbore_chev_no_20_638,wellbore_chev_no_20,area_1,formation_221,bit_model_11,18.125,19140,19169.5,139.101815,40.41661007,200.3340705
wellbore_chev_no_20_639,wellbore_chev_no_20,area_1,formation_221,bit_model_11,18.125,19170,19199.5,137.0608942,41.81947273,200.3573707
wellbore_chev_no_20_640,wellbore_chev_no_20,area_1,formation_221,bit_model_11,18.125,19200,19229.5,140.5586444,44.35965637,200.4110368
wellbore_chev_no_20_641,wellbore_chev_no_20,area_1,formation_221,bit_model_11,18.125,19230,19259.5,141.7106202,46.0332143,200.2992878
wellbore_chev_no_20_642,wellbore_chev_no_20,area_1,formation_221,bit_model_11,18.125,19260,19289.5,72.26872905,29.2596667,176.5740002
wellbore_chev_no_20_643,wellbore_chev_no_20,area_1,formation_221,bit_model_11,18.125,19290,19319.5,20.58465336,24.8381029,151.5062069
wellbore_chev_no_20_644,wellbore_chev_no_20,area_1,formation_221,bit_model_11,18.125,19320,19349.5,49.31766627,32.8964919,167.1559654
wellbore_chev_no_20_645,wellbore_chev_no_20,area_1,formation_221,bit_model_11,18.125,19350,19379.5,96.04900242,43.85290909,182.1781822
wellbore_chev_no_20_646,wellbore_chev_no_20,area_1,formation_221,bit_model_11,18.125,19380,19409,86.66820191,40.38362284,179.7712076
wellbore_chev_no_20_647,wellbore_chev_no_20,area_1,formation_221,bit_model_11,18.125,19410,19439.5,88.06594502,28.80290916,177.2487266
wellbore_chev_no_20_648,wellbore_chev_no_20,area_1,formation_221,bit_model_11,18.125,19440,19469.5,61.13681806,23.80913761,177.2556899
wellbore_chev_no_20_649,wellbore_chev_no_20,area_1,formation_221,bit_model_11,18.125,19470,19499.5,53.25289101,24.37578931,179.1936828
wellbore_chev_no_20_650,wellbore_chev_no_20,area_1,formation_221,bit_model_11,18.125,19500,19529.5,65.94602843,30.61870388,163.6227796
wellbore_chev_no_20_651,wellbore_chev_no_20,area_1,formation_221,bit_model_11,18.125,19530,19559.5,69.9263332,20.84240065,175.0628
wellbore_chev_no_20_652,wellbore_chev_no_20,area_1,formation_221,bit_model_11,18.125,19560,19589.5,40.58516895,12.59320752,166.3817006
wellbore_chev_no_20_653,wellbore_chev_no_20,area_1,formation_221,bit_model_11,18.125,19590,19619,41.04326454,14.22211533,160.4005799
wellbore_chev_no_20_654,wellbore_chev_no_20,area_1,formation_221,bit_model_11,18.125,19620,19649.5,103.7433402,31.00672658,160.1732741
wellbore_chev_no_20_655,wellbore_chev_no_20,area_1,formation_221,bit_model_11,18.125,19650,19679.5,96.95801524,33.94982191,157.7785719
wellbore_chev_no_20_656,wellbore_chev_no_20,area_1,formation_221,bit_model_11,18.125,19680,19709.5,111.2774127,36.70894817,160.2824581
wellbore_chev_no_20_657,wellbore_chev_no_20,area_1,formation_221,bit_model_11,18.125,19710,19739.5,107.7277843,38.94611129,160.1855573
wellbore_chev_no_20_658,wellbore_chev_no_20,area_1,formation_221,bit_model_11,18.125,19740,19769.5,110.5119458,40.3644634,159.108929
wellbore_chev_no_20_659,wellbore_chev_no_20,area_1,formation_221,bit_model_11,18.125,19770,19799.5,114.2616849,40.58769362,160.2717329
wellbore_chev_no_20_660,wellbore_chev_no_20,area_1,formation_221,bit_model_11,18.125,19800,19829.5,95.27686243,37.50701884,158.3442116
wellbore_chev_no_20_661,wellbore_chev_no_20,area_1,formation_221,bit_model_11,18.125,19830,19859.5,115.9260684,41.48615368,160.1234624
wellbore_chev_no_20_662,wellbore_chev_no_20,area_1,formation_220,bit_model_11,18.125,19860,19889.5,107.0897632,28.61092571,157.3898167
wellbore_chev_no_20_663,wellbore_chev_no_20,area_1,formation_198,bit_model_11,18.125,19890,19919.5,117.4255219,19.73265282,160.2253072
wellbore_chev_no_20_664,wellbore_chev_no_20,area_1,formation_198,bit_model_11,18.125,19920.5,19949.5,102.4124446,19.31377441,158.3516998
wellbore_chev_no_20_665,wellbore_chev_no_20,area_1,formation_198,bit_model_11,18.125,19950,19979,152.2232348,13.4163265,160.2720427
wellbore_chev_no_20_666,wellbore_chev_no_20,area_1,formation_198,bit_model_11,18.125,19980,20009.5,183.7627571,18.07962274,160.1800013
wellbore_chev_no_20_667,wellbore_chev_no_20,area_1,formation_198,bit_model_11,18.125,20010.5,20039.5,204.1611627,23.51122412,160.2551036
wellbore_chev_no_20_668,wellbore_chev_no_20,area_1,formation_198,bit_model_11,18.125,20040,20069.5,192.4766601,24.71999996,160.3018879
wellbore_chev_no_20_669,wellbore_chev_no_20,area_1,formation_198,bit_model_11,18.125,20070,20099.5,180.7216788,27.49326908,161.0090394
wellbore_chev_no_20_670,wellbore_chev_no_20,area_1,formation_198,bit_model_11,18.125,20100,20129.5,259.1184137,34.34094497,180.8045294
wellbore_chev_no_20_671,wellbore_chev_no_20,area_1,formation_198,bit_model_11,18.125,20130,20159.5,254.6876624,36.88160042,180.8788
wellbore_chev_no_20_672,wellbore_chev_no_20,area_1,formation_198,bit_model_11,18.125,20160.5,20189.5,251.6553688,39.2189556,180.8027086
wellbore_chev_no_20_673,wellbore_chev_no_20,area_1,formation_198,bit_model_11,18.125,20190,20219.5,191.0521995,29.53678501,175.4326777
wellbore_chev_no_20_674,wellbore_chev_no_20,area_1,formation_198,bit_model_11,18.125,20220,20249.5,188.3611246,22.10169853,179.6101866
wellbore_chev_no_20_675,wellbore_chev_no_20,area_1,formation_198,bit_model_11,18.125,20250,20279,188.028218,24.56555593,179.5898121
wellbore_chev_no_20_676,wellbore_chev_no_20,area_1,formation_217,bit_model_11,18.125,20280,20309.5,175.8332455,21.72037058,179.5994427
wellbore_chev_no_20_677,wellbore_chev_no_20,area_1,formation_200,bit_model_11,18.125,20310.5,20339.5,165.9881694,21.39113234,179.5326394
wellbore_chev_no_20_678,wellbore_chev_no_20,area_1,formation_200,bit_model_11,18.125,20340.5,20369,169.2530149,21.58296295,177.0588889
wellbore_chev_no_20_679,wellbore_chev_no_20,area_1,formation_200,bit_model_11,18.125,20370,20399.5,194.4728485,24.97563553,180.9396362
wellbore_chev_no_20_680,wellbore_chev_no_20,area_1,formation_200,bit_model_11,18.125,20400,20428.5,203.3091719,26.03357254,180.8321435
wellbore_chev_no_20_681,wellbore_chev_no_20,area_1,formation_216,bit_model_11,18.125,20432,20459.5,200.6134465,28.16396134,180.8918866
wellbore_chev_no_20_682,wellbore_chev_no_20,area_1,formation_216,bit_model_11,18.125,20460,20489.5,118.4669969,17.7326922,166.658653
wellbore_chev_no_20_683,wellbore_chev_no_20,area_1,formation_216,bit_model_11,18.125,20490.5,20519.5,183.8617934,22.92806906,179.5715771
wellbore_chev_no_20_684,wellbore_chev_no_20,area_1,formation_216,bit_model_11,18.125,20520,20549.5,187.8958348,25.08232229,179.5342843
wellbore_chev_no_20_685,wellbore_chev_no_20,area_1,formation_214,bit_model_11,18.125,20550,20579.5,186.0069558,19.98127285,179.4999986
wellbore_chev_no_20_686,wellbore_chev_no_20,area_1,formation_214,bit_model_11,18.125,20580,20609.5,170.794825,20.9990566,179.5884897
wellbore_chev_no_20_687,wellbore_chev_no_20,area_1,formation_214,bit_model_11,18.125,20610,20639.5,169.0336653,16.03070175,175.4070176
wellbore_chev_no_20_688,wellbore_chev_no_20,area_1,formation_214,bit_model_11,18.125,20640,20669.5,174.854257,14.83357135,180.9019639
wellbore_chev_no_20_689,wellbore_chev_no_20,area_1,formation_215,bit_model_11,18.125,20670,20699.5,172.0940031,23.3032153,180.91125
wellbore_chev_no_20_690,wellbore_chev_no_20,area_1,formation_215,bit_model_11,18.125,20700,20729.5,162.2614682,25.98596476,180.8138607
wellbore_chev_no_20_691,wellbore_chev_no_20,area_1,formation_215,bit_model_11,18.125,20730,20759.5,107.3227326,24.47649176,173.4399994
wellbore_chev_no_20_692,wellbore_chev_no_20,area_1,formation_215,bit_model_11,18.125,20760,20789.5,151.537742,26.14465441,179.5725845
wellbore_chev_no_20_693,wellbore_chev_no_20,area_1,formation_215,bit_model_11,18.125,20790,20819.5,179.382964,31.84241367,179.4972403
wellbore_chev_no_20_694,wellbore_chev_no_20,area_1,formation_213,bit_model_11,18.125,20820,20849.5,187.2665302,26.58875019,179.5958909
wellbore_chev_no_20_695,wellbore_chev_no_20,area_1,formation_213,bit_model_11,18.125,20850.5,20879.5,152.5299555,26.83017614,177.2045605
wellbore_chev_no_20_696,wellbore_chev_no_20,area_1,formation_213,bit_model_11,18.125,20880,20909.5,140.4430701,12.37701755,170.6929822
wellbore_chev_no_20_697,wellbore_chev_no_20,area_1,formation_213,bit_model_11,18.125,20910,20939.5,125.6086161,11.35135593,160.2006787
wellbore_chev_no_20_698,wellbore_chev_no_20,area_1,formation_213,bit_model_11,18.125,20940,20969.5,117.042904,14.84050865,159.1276286
wellbore_chev_no_20_699,wellbore_chev_no_20,area_1,formation_213,bit_model_11,18.125,20970,20999.5,115.0509054,20.16625028,160.2580376
wellbore_chev_no_20_700,wellbore_chev_no_20,area_1,formation_213,bit_model_11,18.125,21000,21029.5,106.2761847,18.91620717,165.6925866
wellbore_chev_no_20_701,wellbore_chev_no_20,area_1,formation_213,bit_model_11,18.125,21030,21059.5,135.4085326,20.12599967,166.270167
wellbore_chev_no_20_702,wellbore_chev_no_20,area_1,formation_213,bit_model_11,18.125,21060,21089.5,115.6368754,22.32482774,164.9151735
wellbore_chev_no_20_703,wellbore_chev_no_20,area_1,formation_213,bit_model_11,18.125,21090,21119.5,111.6369642,12.55898307,160.1294925
wellbore_chev_no_20_704,wellbore_chev_no_20,area_1,formation_213,bit_model_11,18.125,21120,21149.5,97.82302386,19.03316619,157.4731679
wellbore_chev_no_20_705,wellbore_chev_no_20,area_1,formation_213,bit_model_11,18.125,21150,21179.5,103.4330997,26.43206958,165.1153451
wellbore_chev_no_20_706,wellbore_chev_no_20,area_1,formation_213,bit_model_11,18.125,21180,21209.5,102.3396852,31.27847494,180.572712
wellbore_chev_no_20_707,wellbore_chev_no_20,area_1,formation_201,bit_model_11,18.125,21210,21239.5,78.28800221,46.58561573,180.8084211
wellbore_chev_no_20_708,wellbore_chev_no_20,area_1,formation_201,bit_model_11,18.125,21240,21269.5,114.1880527,37.71288109,180.7671198
wellbore_chev_no_20_709,wellbore_chev_no_20,area_1,formation_201,bit_model_11,18.125,21270,21299.5,88.23518823,39.73366553,179.7103325
wellbore_chev_no_20_710,wellbore_chev_no_20,area_1,formation_201,bit_model_11,18.125,21300,21329.5,117.6577746,35.63694812,179.4601671
wellbore_chev_no_20_711,wellbore_chev_no_20,area_1,formation_211,bit_model_11,18.125,21330,21359.5,140.5925868,36.39879378,179.5003425
wellbore_chev_no_20_712,wellbore_chev_no_20,area_1,formation_212,bit_model_11,18.125,21360.5,21389.5,144.3455579,39.78084836,179.4830493
wellbore_chev_no_20_713,wellbore_chev_no_20,area_1,formation_212,bit_model_11,18.125,21390,21419.5,107.6490899,36.26333253,179.8994722
wellbore_chev_no_20_714,wellbore_chev_no_20,area_1,formation_199,bit_model_11,18.125,21420,21449.5,137.100988,31.83999949,179.6066661
wellbore_chev_no_20_715,wellbore_chev_no_20,area_1,formation_199,bit_model_11,18.125,21450,21479.5,148.5568606,34.54166536,179.529999
wellbore_chev_no_20_716,wellbore_chev_no_20,area_1,formation_199,bit_model_11,18.125,21480,21509.5,146.5560705,35.17339099,177.2542355
wellbore_chev_no_20_717,wellbore_chev_no_20,area_1,formation_199,bit_model_11,18.125,21510,21539.5,158.0946724,40.07299976,160.1401675
wellbore_chev_no_20_718,wellbore_chev_no_20,area_1,formation_199,bit_model_11,18.125,21540,21569.5,123.4033821,36.71327469,159.4455164
wellbore_chev_no_20_719,wellbore_chev_no_20,area_1,formation_133,bit_model_11,18.125,21570,21599.5,147.018338,41.5413325,159.7073318
wellbore_chev_no_20_720,wellbore_chev_no_20,area_1,formation_159,bit_model_11,18.125,21600,21629.5,149.0812675,33.24566549,159.6526642
wellbore_chev_no_20_721,wellbore_chev_no_20,area_1,formation_159,bit_model_11,18.125,21630,21659.5,137.0391243,39.9458313,159.7571655
wellbore_chev_no_20_722,wellbore_chev_no_20,area_1,formation_159,bit_model_11,18.125,21660,21689.5,122.4315558,34.20603459,158.9651727
wellbore_chev_no_20_723,wellbore_chev_no_20,area_1,formation_160,bit_model_11,18.125,21690,21719.5,147.3515287,39.7342378,160.0864413
wellbore_chev_no_20_724,wellbore_chev_no_20,area_1,formation_160,bit_model_11,18.125,21720,21749.5,135.2830652,37.36733249,160.1426676
wellbore_chev_no_20_725,wellbore_chev_no_20,area_1,formation_160,bit_model_11,18.125,21750,21779.5,128.6634474,37.01449992,159.5743334
wellbore_chev_no_20_726,wellbore_chev_no_20,area_1,formation_157,bit_model_11,18.125,21780,21809.5,121.7336943,41.25533333,160.1831683
wellbore_chev_no_20_727,wellbore_chev_no_20,area_1,formation_157,bit_model_11,18.125,21810,21839.5,124.6574438,27.8936669,159.8853348
wellbore_chev_no_20_728,wellbore_chev_no_20,area_1,formation_157,bit_model_11,18.125,21840,21869.5,123.983557,26.12016554,160.2165014
wellbore_chev_no_20_729,wellbore_chev_no_20,area_1,formation_158,bit_model_11,18.125,21870,21899.5,127.5937635,34.62383312,160.235335
wellbore_chev_no_20_730,wellbore_chev_no_20,area_1,formation_158,bit_model_11,18.125,21900,21929.5,128.7326314,32.74349918,160.224335
wellbore_chev_no_20_731,wellbore_chev_no_20,area_1,formation_158,bit_model_11,18.125,21930,21959.5,113.4257475,31.78183374,160.2271678
wellbore_chev_no_20_732,wellbore_chev_no_20,area_1,formation_158,bit_model_11,18.125,21960,21989.5,134.8909112,32.59166629,160.1456673
wellbore_chev_no_20_733,wellbore_chev_no_20,area_1,formation_158,bit_model_11,18.125,21990,22019.5,140.9713004,31.40816666,160.2086672
wellbore_chev_no_20_734,wellbore_chev_no_20,area_1,formation_158,bit_model_11,18.125,22020,22049.5,139.9913137,36.52066873,160.1911685
wellbore_chev_no_20_735,wellbore_chev_no_20,area_1,formation_158,bit_model_11,18.125,22050,22079.5,127.1367045,36.73766592,158.6045011
wellbore_chev_no_20_736,wellbore_chev_no_20,area_1,formation_158,bit_model_11,18.125,22080,22109.5,130.723543,35.95433435,159.0239993
wellbore_chev_no_20_737,wellbore_chev_no_20,area_1,formation_158,bit_model_11,18.125,22110,22139.5,144.7137221,41.12474448,159.8938976
wellbore_chev_no_20_738,wellbore_chev_no_20,area_1,formation_158,bit_model_11,18.125,22140,22169.5,146.1965767,42.6928332,159.8301654
wellbore_chev_no_20_739,wellbore_chev_no_20,area_1,formation_158,bit_model_11,18.125,22170,22199.5,136.1147498,40.49237238,159.9023725
wellbore_chev_no_20_740,wellbore_chev_no_20,area_1,formation_135,bit_model_11,18.125,22200,22229.5,76.18599943,19.14816599,159.0631685
wellbore_chev_no_20_741,wellbore_chev_no_20,area_1,formation_135,bit_model_11,18.125,22230,22259.5,102.7984956,14.62300003,160.2956683
wellbore_chev_no_20_742,wellbore_chev_no_20,area_1,formation_135,bit_model_11,18.125,22260,22289.5,117.4211398,17.40766646,160.2646678
wellbore_chev_no_20_743,wellbore_chev_no_20,area_1,formation_135,bit_model_11,18.125,22290,22319.5,133.1939833,19.76616646,160.268335
wellbore_chev_no_20_744,wellbore_chev_no_20,area_1,formation_135,bit_model_11,18.125,22320,22349.5,108.1064125,34.80633279,157.8721675
wellbore_chev_no_20_745,wellbore_chev_no_20,area_1,formation_135,bit_model_11,18.125,22350,22379.5,57.39312494,13.92781789,160.3134563
wellbore_chev_no_20_746,wellbore_chev_no_20,area_1,formation_135,bit_model_11,18.125,22380,22409.5,101.1418435,17.06349991,160.2495015
wellbore_chev_no_20_747,wellbore_chev_no_20,area_1,formation_135,bit_model_11,18.125,22410,22439.5,78.29714775,16.98850053,160.3003342
wellbore_chev_no_20_748,wellbore_chev_no_20,area_1,formation_135,bit_model_11,18.125,22440,22469.5,117.0045328,29.65433305,160.1761676
wellbore_chev_no_20_749,wellbore_chev_no_20,area_1,formation_135,bit_model_11,18.125,22470,22499.5,90.26736161,20.86000096,159.434312
wellbore_chev_no_20_750,wellbore_chev_no_20,area_1,formation_135,bit_model_11,18.125,22500,22526,79.22276527,13.63052697,160.0694745
wellbore_chev_no_20_751,wellbore_chev_no_20,area_1,formation_135,bit_model_11,18.125,22540,22559.5,64.05617085,15.79777811,160.4192612
wellbore_chev_no_20_752,wellbore_chev_no_20,area_1,formation_132,bit_model_11,18.125,22560,22589.5,75.08169155,27.37066615,160.1975011
wellbore_chev_no_20_753,wellbore_chev_no_20,area_1,formation_132,bit_model_11,18.125,22590,22619.5,41.61602468,36.01549986,160.3341685
wellbore_chev_no_20_754,wellbore_chev_no_20,area_1,formation_132,bit_model_11,18.125,22620,22649.5,33.83301956,45.1544981,127.5795005
wellbore_chev_no_20_755,wellbore_chev_no_20,area_1,formation_132,bit_model_11,18.125,22650,22679.5,56.96000579,58.45583394,121.5496653
wellbore_chev_no_20_756,wellbore_chev_no_20,area_1,formation_132,bit_model_11,18.125,22680,22709.5,95.85175107,47.73149834,139.3414986
wellbore_chev_no_20_757,wellbore_chev_no_20,area_1,formation_132,bit_model_11,18.125,22710,22739.5,103.7761672,49.93683205,143.6639999
wellbore_chev_no_20_758,wellbore_chev_no_20,area_1,formation_132,bit_model_11,18.125,22740,22769.5,96.18578875,39.60610023,139.7084739
wellbore_chev_no_20_759,wellbore_chev_no_20,area_1,formation_132,bit_model_11,18.125,22770,22799.5,114.3814462,38.35866687,139.3664986
wellbore_chev_no_20_760,wellbore_chev_no_20,area_1,formation_132,bit_model_11,18.125,22800,22829.5,142.8161793,41.075,139.9481664
wellbore_chev_no_20_761,wellbore_chev_no_20,area_1,formation_132,bit_model_11,18.125,22830,22859.5,138.1656147,49.12733447,140.5791674
wellbore_chev_no_20_762,wellbore_chev_no_20,area_1,formation_132,bit_model_11,18.125,22860,22889.5,124.0265949,47.21183236,140.4426682
wellbore_chev_no_20_763,wellbore_chev_no_20,area_1,formation_25,bit_model_11,18.125,22890,22919.5,114.4409196,42.65499922,139.2843338
wellbore_chev_no_20_764,wellbore_chev_no_20,area_1,formation_25,bit_model_11,18.125,22920,22949.5,115.6857917,45.22366727,139.3509972
wellbore_chev_no_20_765,wellbore_chev_no_20,area_1,formation_25,bit_model_11,18.125,22950,22979.5,113.5517372,44.34549999,139.3666662
wellbore_chev_no_20_766,wellbore_chev_no_20,area_1,formation_25,bit_model_11,18.125,22980,23009.5,137.6916135,55.45683085,139.3774991
wellbore_chev_no_20_767,wellbore_chev_no_20,area_1,formation_25,bit_model_11,18.125,23010,23039.5,122.4431428,43.64466537,137.2728315
wellbore_chev_no_20_768,wellbore_chev_no_20,area_1,formation_25,bit_model_11,18.125,23040,23069.5,129.5018634,39.70849864,139.4399979
wellbore_chev_no_20_769,wellbore_chev_no_20,area_1,formation_25,bit_model_11,18.125,23070,23099.5,144.2896567,45.90716565,139.352165
wellbore_chev_no_20_770,wellbore_chev_no_20,area_1,formation_25,bit_model_11,18.125,23100,23129.5,144.3499004,45.91133194,139.3606646
wellbore_chev_no_20_771,wellbore_chev_no_20,area_1,formation_25,bit_model_11,18.125,23130,23159.5,122.5344887,41.38833275,139.4104986
wellbore_chev_no_20_772,wellbore_chev_no_20,area_1,formation_25,bit_model_11,18.125,23160,23189.5,150.5123082,45.87766584,139.3688309
wellbore_chev_no_20_773,wellbore_chev_no_20,area_1,formation_137,bit_model_11,18.125,23190,23219.5,145.5899967,49.36133321,139.352832
wellbore_chev_no_20_774,wellbore_chev_no_20,area_1,formation_137,bit_model_11,18.125,23220,23249.5,142.0940734,50.76983248,139.2516652
wellbore_chev_no_20_775,wellbore_chev_no_20,area_1,formation_137,bit_model_11,18.125,23250,23279.5,143.2052848,50.58050098,139.3683311
wellbore_chev_no_20_776,wellbore_chev_no_20,area_1,formation_137,bit_model_11,18.125,23280,23309.5,104.388885,41.52683236,140.4260007
wellbore_chev_no_20_777,wellbore_chev_no_20,area_1,formation_137,bit_model_11,18.125,23310,23339.5,106.454423,45.79049975,140.6806684
wellbore_chev_no_20_778,wellbore_chev_no_20,area_1,formation_137,bit_model_11,18.125,23340,23369.5,114.2933942,46.76550029,140.6726672
wellbore_chev_no_20_779,wellbore_chev_no_20,area_1,formation_137,bit_model_11,18.125,23370,23399.5,107.4797712,52.61999969,140.3745001
wellbore_chev_no_20_780,wellbore_chev_no_20,area_1,formation_137,bit_model_11,18.125,23400,23429.5,84.30161829,41.67220132,139.5108482
wellbore_chev_no_20_781,wellbore_chev_no_20,area_1,formation_137,bit_model_11,18.125,23430,23459.5,103.4426252,37.49633344,140.6588343
wellbore_chev_no_20_782,wellbore_chev_no_20,area_1,formation_137,bit_model_11,18.125,23460,23489.5,140.2964667,41.47899939,140.6393344
wellbore_chev_no_20_783,wellbore_chev_no_20,area_1,formation_137,bit_model_11,18.125,23490,23519.5,120.1680099,44.8666654,140.5633341
wellbore_chev_no_20_784,wellbore_chev_no_20,area_1,formation_137,bit_model_11,18.125,23520,23549.5,113.333699,44.70083326,159.0030009
wellbore_chev_no_20_785,wellbore_chev_no_20,area_1,formation_137,bit_model_11,18.125,23550,23579.5,130.3104514,34.948134,159.1276283
wellbore_chev_no_20_786,wellbore_chev_no_20,area_1,formation_138,bit_model_11,18.125,23580,23609.5,145.704968,40.73666662,159.7899996
wellbore_chev_no_20_787,wellbore_chev_no_20,area_1,formation_138,bit_model_11,18.125,23610,23639.5,167.0094228,45.24316762,160.101001
wellbore_chev_no_20_788,wellbore_chev_no_20,area_1,formation_138,bit_model_11,18.125,23640,23669.5,127.0274578,42.32200012,160.1368332
wellbore_chev_no_20_789,wellbore_chev_no_20,area_1,formation_138,bit_model_11,18.125,23670,23699.5,68.13632047,29.22457495,159.1418651
wellbore_chev_no_20_790,wellbore_chev_no_20,area_1,formation_138,bit_model_11,18.125,23700,23729.5,81.56366234,33.54633284,149.6333323
wellbore_chev_no_20_791,wellbore_chev_no_20,area_1,formation_138,bit_model_11,18.125,23730,23759.5,94.2047931,32.50833248,138.4476653
wellbore_chev_no_20_792,wellbore_chev_no_20,area_1,formation_138,bit_model_11,18.125,23760,23789.5,119.9534798,36.15716651,139.3573321
wellbore_chev_no_20_793,wellbore_chev_no_20,area_1,formation_138,bit_model_11,18.125,23790,23819.5,108.1807261,39.65799843,139.0639984
wellbore_chev_no_20_794,wellbore_chev_no_20,area_1,formation_138,bit_model_11,18.125,23820,23849.5,114.8993811,40.54016757,138.5573321
wellbore_chev_no_20_795,wellbore_chev_no_20,area_1,formation_138,bit_model_11,18.125,23850,23879.5,125.3840327,47.50049896,139.250665
wellbore_chev_no_20_796,wellbore_chev_no_20,area_1,formation_139,bit_model_11,18.125,23880,23909.5,89.60915165,59.35216935,139.3389979
wellbore_chev_no_20_797,wellbore_chev_no_20,area_1,formation_139,bit_model_11,18.125,23910,23939.5,67.6733954,49.95966682,139.2703328
wellbore_chev_no_20_798,wellbore_chev_no_20,area_1,formation_139,bit_model_11,18.125,23940,23969.5,85.51601311,35.61399957,139.0379993
wellbore_chev_no_20_799,wellbore_chev_no_20,area_1,formation_139,bit_model_11,18.125,23970,23999.5,113.9759116,41.99383513,139.3334994
wellbore_chev_no_20_800,wellbore_chev_no_20,area_1,formation_139,bit_model_11,18.125,24000,24029.5,73.63272533,36.14416679,139.4401642
wellbore_chev_no_20_801,wellbore_chev_no_20,area_1,formation_139,bit_model_11,18.125,24030,24059.5,72.85747407,49.43333333,139.4099973
wellbore_chev_no_20_802,wellbore_chev_no_20,area_1,formation_139,bit_model_11,18.125,24060,24089.5,91.37291506,48.05491522,139.4081346
wellbore_chev_no_20_803,wellbore_chev_no_20,area_1,formation_139,bit_model_11,18.125,24090,24119.5,65.88953959,25.58913032,140.1956532
wellbore_chev_no_20_804,wellbore_chev_no_20,area_1,formation_139,bit_model_11,18.125,24120,24149.5,86.4354592,16.60120628,140.7182767
wellbore_chev_no_20_805,wellbore_chev_no_20,area_1,formation_140,bit_model_11,18.125,24150,24179.5,42.55086202,37.04491573,146.7828824
wellbore_chev_no_20_806,wellbore_chev_no_20,area_1,formation_140,bit_model_11,18.125,24180,24209.5,33.99936913,48.57966628,150.5008341
wellbore_chev_no_20_807,wellbore_chev_no_20,area_1,formation_140,bit_model_11,18.125,24210,24239.5,62.10560767,32.74983285,142.1158348
wellbore_chev_no_20_808,wellbore_chev_no_20,area_1,formation_141,bit_model_11,18.125,24240,24269.5,54.48843064,36.09389661,138.7696615
wellbore_chev_no_20_809,wellbore_chev_no_20,area_1,formation_141,bit_model_11,18.125,24270,24299.5,47.7710217,29.29864356,140.0981363
wellbore_chev_no_20_810,wellbore_chev_no_20,area_1,formation_27,bit_model_11,18.125,24300,24329.5,56.09446341,39.46383444,142.1020009
wellbore_chev_no_20_811,wellbore_chev_no_20,area_1,formation_27,bit_model_11,18.125,24330,24359.5,69.66473117,37.32288086,149.7313576
wellbore_chev_no_20_812,wellbore_chev_no_20,area_1,formation_27,bit_model_11,18.125,24360,24389.5,94.33039239,38.25566518,160.2520017
wellbore_chev_no_20_813,wellbore_chev_no_20,area_1,formation_27,bit_model_11,18.125,24390,24419.5,83.65495281,36.04316619,160.8581668
wellbore_chev_no_20_814,wellbore_chev_no_20,area_1,formation_27,bit_model_11,18.125,24420,24449.5,83.27101943,45.49516799,144.1593328
wellbore_chev_no_20_815,wellbore_chev_no_20,area_1,formation_27,bit_model_11,18.125,24450,24479.5,101.2610039,41.74666672,139.4516645
wellbore_chev_no_20_816,wellbore_chev_no_20,area_1,formation_27,bit_model_11,18.125,24480,24509.5,96.58919118,37.81643955,138.4855912
wellbore_chev_no_20_817,wellbore_chev_no_20,area_1,formation_27,bit_model_11,18.125,24510,24539.5,111.7448573,45.40183271,139.0278311
wellbore_chev_no_20_818,wellbore_chev_no_20,area_1,formation_27,bit_model_11,18.125,24540,24569.5,122.7719709,44.21033319,139.366332
wellbore_chev_no_20_819,wellbore_chev_no_20,area_1,formation_27,bit_model_11,18.125,24570,24599.5,91.56946189,40.70183427,139.5546646
wellbore_chev_no_20_820,wellbore_chev_no_20,area_1,formation_27,bit_model_33,14.5,24601,24628.5,149.807602,12.51702126,146.3351075
wellbore_chev_no_20_821,wellbore_chev_no_20,area_1,formation_27,bit_model_33,14.5,24630,24659.5,45.11607993,13.53760871,140.581304
wellbore_chev_no_20_822,wellbore_chev_no_20,area_1,formation_27,bit_model_33,14.5,24660,24689.5,43.14665199,16.37649121,111.2859654
wellbore_chev_no_20_823,wellbore_chev_no_20,area_1,formation_27,bit_model_33,14.5,24690,24719,55.90171348,26.49907412,117.6166669
wellbore_chev_no_20_824,wellbore_chev_no_20,area_1,formation_27,bit_model_33,14.5,24720,24749.5,66.09167747,31.78900127,149.8643994
wellbore_chev_no_20_825,wellbore_chev_no_20,area_1,formation_27,bit_model_33,14.5,24750,24779,57.68816072,29.53500076,150.7827263
wellbore_chev_no_20_826,wellbore_chev_no_20,area_1,formation_27,bit_model_33,14.5,24780,24809.5,66.97033415,21.04808466,160.321066
wellbore_chev_no_20_827,wellbore_chev_no_20,area_1,formation_27,bit_model_33,14.5,24810.5,24839,66.12579021,19.24617008,160.32447
wellbore_chev_no_20_828,wellbore_chev_no_20,area_1,formation_27,bit_model_33,14.5,24840,24869.5,59.56546294,21.47130369,159.1971747
